年月,店舗名,店舗表示順,レート区分,台数,店舗全体台数,台数シェア,売上合計_千円,店舗全体売上_千円,売上シェア,補粗利合計,店舗全体補粗利,補粗利シェア,売上差_pt,補粗利差_pt,平均差_pt,判定,優先度
2025-09,福重店,49,1円P,189,995,19.0,63214,676556,9.3,16128384,135951070,11.9,-9.7,-7.1,-8.4,過剰,高
2025-09,福重店,49,1円未満P,0,995,0.0,0,676556,0.0,0,135951070,0.0,0.0,0.0,0.0,適正,低
2025-09,福重店,49,20円超S,418,995,42.0,336349,676556,49.7,59905342,135951070,44.1,7.7,2.1,4.9,要確認,高
2025-09,福重店,49,5円S,60,995,6.0,21866,676556,3.2,4764282,135951070,3.5,-2.8,-2.5,-2.7,適正,低
2025-09,福重店,49,5円未満S,0,995,0.0,0,676556,0.0,0,135951070,0.0,0.0,0.0,0.0,適正,低
2025-09,伊都店,50,4円超P,238,997,23.9,89690,356023,25.2,20221792,75352430,26.8,1.3,3.0,2.1,適正,低
2025-09,伊都店,50,1円P,239,997,24.0,55510,356023,15.6,13588705,75352430,18.0,-8.4,-5.9,-7.2,過剰,高
2025-09,伊都店,50,1円未満P,80,997,8.0,5998,356023,1.7,2240058,75352430,3.0,-6.3,-5.1,-5.7,過剰,高
2025-09,伊都店,50,20円超S,360,997,36.1,178206,356023,50.1,33416833,75352430,44.3,13.9,8.2,11.1,不足,高
2025-09,伊都店,50,5円S,80,997,8.0,26619,356023,7.5,5885042,75352430,7.8,-0.5,-0.2,-0.4,適正,低
2025-09,伊都店,50,5円未満S,0,997,0.0,0,356023,0.0,0,75352430,0.0,0.0,0.0,0.0,適正,低
2025-09,飯塚店,51,4円超P,342,1200,28.5,163925,563780,29.1,35179028,100601467,35.0,0.6,6.5,3.5,要確認,高
2025-09,飯塚店,51,1円P,325,1200,27.1,76319,563780,13.5,15139805,100601467,15.0,-13.5,-12.0,-12.8,過剰,高
2025-09,飯塚店,51,1円未満P,0,1200,0.0,0,563780,0.0,0,100601467,0.0,0.0,0.0,0.0,適正,低
2025-09,飯塚店,51,20円超S,463,1200,38.6,299622,563780,53.1,45356544,100601467,45.1,14.6,6.5,10.5,不足,高
2025-09,飯塚店,51,5円S,69,1200,5.8,23914,563780,4.2,4926090,100601467,4.9,-1.5,-0.9,-1.2,適正,低
2025-09,飯塚店,51,5円未満S,0,1200,0.0,0,563780,0.0,0,100601467,0.0,0.0,0.0,0.0,適正,低
2025-09,中間店,52,4円超P,243,842,28.9,107249,400194,26.8,22482647,66938016,33.6,-2.1,4.7,1.3,要確認,中
2025-09,中間店,52,1円P,206,842,24.5,48605,400194,12.1,12702455,66938016,19.0,-12.3,-5.5,-8.9,過剰,高
2025-09,中間店,52,1円未満P,0,842,0.0,0,400194,0.0,0,66938016,0.0,0.0,0.0,0.0,適正,低
2025-09,中間店,52,20円超S,333,842,39.5,222279,400194,55.5,26495572,66938016,39.6,16.0,0.0,8.0,要確認,高
2025-09,中間店,52,5円S,60,842,7.1,22062,400194,5.5,5257342,66938016,7.9,-1.6,0.7,-0.4,適正,低
2025-09,中間店,52,5円未満S,0,842,0.0,0,400194,0.0,0,66938016,0.0,0.0,0.0,0.0,適正,低
2025-09,門司店,53,4円超P,159,634,25.1,64670,226431,28.6,16488935,46042353,35.8,3.5,10.7,7.1,不足,高
2025-09,門司店,53,1円P,202,634,31.9,38387,226431,17.0,8449808,46042353,18.4,-14.9,-13.5,-14.2,過剰,高
2025-09,門司店,53,1円未満P,0,634,0.0,0,226431,0.0,0,46042353,0.0,0.0,0.0,0.0,適正,低
2025-09,門司店,53,20円超S,221,634,34.9,110916,226431,49.0,18067115,46042353,39.2,14.1,4.4,9.3,不足,高
2025-09,門司店,53,5円S,52,634,8.2,12459,226431,5.5,3036495,46042353,6.6,-2.7,-1.6,-2.2,適正,低
2025-09,門司店,53,5円未満S,0,634,0.0,0,226431,0.0,0,46042353,0.0,0.0,0.0,0.0,適正,低
2025-09,松浦店,54,4円超P,160,719,22.3,32767,152824,21.4,9765643,38553524,25.3,-0.8,3.1,1.1,要確認,中
2025-09,松浦店,54,1円P,200,719,27.8,22851,152824,15.0,7727858,38553524,20.0,-12.9,-7.8,-10.3,過剰,高
2025-09,松浦店,54,1円未満P,39,719,5.4,2485,152824,1.6,785515,38553524,2.0,-3.8,-3.4,-3.6,過剰,中
2025-09,松浦店,54,20円超S,240,719,33.4,80032,152824,52.4,16913697,38553524,43.9,19.0,10.5,14.7,不足,高
2025-09,松浦店,54,5円S,80,719,11.1,14690,152824,9.6,3360811,38553524,8.7,-1.5,-2.4,-2.0,適正,低
2025-09,松浦店,54,5円未満S,0,719,0.0,0,152824,0.0,0,38553524,0.0,0.0,0.0,0.0,適正,低
2025-09,佐々インター店,55,4円超P,317,1016,31.2,263238,755604,34.8,62474500,149470663,41.8,3.6,10.6,7.1,不足,高
2025-09,佐々インター店,55,1円P,197,1016,19.4,68759,755604,9.1,10560561,149470663,7.1,-10.3,-12.3,-11.3,過剰,高
2025-09,佐々インター店,55,1円未満P,0,1016,0.0,0,755604,0.0,0,149470663,0.0,0.0,0.0,0.0,適正,低
2025-09,佐々インター店,55,20円超S,462,1016,45.5,409214,755604,54.2,73262179,149470663,49.0,8.7,3.5,6.1,不足,高
2025-09,佐々インター店,55,5円S,40,1016,3.9,14393,755604,1.9,3173423,149470663,2.1,-2.0,-1.8,-1.9,適正,低
2025-09,佐々インター店,55,5円未満S,0,1016,0.0,0,755604,0.0,0,149470663,0.0,0.0,0.0,0.0,適正,低
2025-09,大野店,56,4円超P,118,603,19.6,58988,239380,24.6,15202651,55227134,27.5,5.1,8.0,6.5,不足,高
2025-09,大野店,56,1円P,197,603,32.7,41798,239380,17.5,9388023,55227134,17.0,-15.2,-15.7,-15.4,過剰,高
2025-09,大野店,56,1円未満P,0,603,0.0,0,239380,0.0,0,55227134,0.0,0.0,0.0,0.0,適正,低
2025-09,大野店,56,20円超S,217,603,36.0,118118,239380,49.3,25641215,55227134,46.4,13.4,10.4,11.9,不足,高
2025-09,大野店,56,5円S,71,603,11.8,20476,239380,8.6,4995245,55227134,9.0,-3.2,-2.7,-3.0,要確認,中
2025-09,大野店,56,5円未満S,0,603,0.0,0,239380,0.0,0,55227134,0.0,0.0,0.0,0.0,適正,低
2025-09,佐世保南店,57,4円超P,251,816,30.8,226229,591456,38.2,48842330,124046873,39.4,7.5,8.6,8.1,不足,高
2025-09,佐世保南店,57,1円P,187,816,22.9,64769,591456,11.0,15820699,124046873,12.8,-12.0,-10.2,-11.1,過剰,高
2025-09,佐世保南店,57,1円未満P,0,816,0.0,0,591456,0.0,0,124046873,0.0,0.0,0.0,0.0,適正,低
2025-09,佐世保南店,57,20円超S,337,816,41.3,285708,591456,48.3,55976926,124046873,45.1,7.0,3.8,5.4,不足,高
2025-09,佐世保南店,57,5円S,41,816,5.0,14751,591456,2.5,3406918,124046873,2.7,-2.5,-2.3,-2.4,適正,低
2025-09,佐世保南店,57,5円未満S,0,816,0.0,0,591456,0.0,0,124046873,0.0,0.0,0.0,0.0,適正,低
2025-09,大村店,58,4円超P,199,735,27.1,172035,470362,36.6,30858767,79460093,38.8,9.5,11.8,10.6,不足,高
2025-09,大村店,58,1円P,206,735,28.0,48298,470362,10.3,9635785,79460093,12.1,-17.8,-15.9,-16.8,過剰,高
2025-09,大村店,58,1円未満P,0,735,0.0,0,470362,0.0,0,79460093,0.0,0.0,0.0,0.0,適正,低
2025-09,大村店,58,20円超S,273,735,37.1,235713,470362,50.1,36223981,79460093,45.6,13.0,8.4,10.7,不足,高
2025-09,大村店,58,5円S,57,735,7.8,14316,470362,3.0,2741560,79460093,3.5,-4.7,-4.3,-4.5,過剰,中
2025-09,大村店,58,5円未満S,0,735,0.0,0,470362,0.0,0,79460093,0.0,0.0,0.0,0.0,適正,低
2025-09,諫早店,59,4円超P,357,1193,29.9,210287,601774,34.9,53151060,122229005,43.5,5.0,13.6,9.3,不足,高
2025-09,諫早店,59,1円P,319,1193,26.7,80580,601774,13.4,20639781,122229005,16.9,-13.3,-9.9,-11.6,過剰,高
2025-09,諫早店,59,1円未満P,0,1193,0.0,0,601774,0.0,0,122229005,0.0,0.0,0.0,0.0,適正,低
2025-09,諫早店,59,20円超S,438,1193,36.7,285997,601774,47.5,44105080,122229005,36.1,10.8,-0.6,5.1,要確認,高
2025-09,諫早店,59,5円S,80,1193,6.7,24911,601774,4.1,4333084,122229005,3.5,-2.6,-3.2,-2.9,要確認,中
2025-09,諫早店,59,5円未満S,0,1193,0.0,0,601774,0.0,0,122229005,0.0,0.0,0.0,0.0,適正,低
2025-09,長与店,60,4円超P,251,845,29.7,151388,513071,29.5,35068387,97122098,36.1,-0.2,6.4,3.1,要確認,高
2025-09,長与店,60,1円P,215,845,25.4,68399,513071,13.3,16070080,97122098,16.5,-12.1,-8.9,-10.5,過剰,高
2025-09,長与店,60,1円未満P,0,845,0.0,0,513071,0.0,0,97122098,0.0,0.0,0.0,0.0,適正,低
2025-09,長与店,60,20円超S,345,845,40.8,278448,513071,54.3,42812524,97122098,44.1,13.4,3.3,8.3,不足,高
2025-09,長与店,60,5円S,34,845,4.0,14836,513071,2.9,3171107,97122098,3.3,-1.1,-0.8,-0.9,適正,低
2025-09,長与店,60,5円未満S,0,845,0.0,0,513071,0.0,0,97122098,0.0,0.0,0.0,0.0,適正,低
2025-09,女神店,61,4円超P,391,1267,30.9,233669,727317,32.1,53948997,163127673,33.1,1.3,2.2,1.7,適正,低
2025-09,女神店,61,1円P,318,1267,25.1,101138,727317,13.9,28248270,163127673,17.3,-11.2,-7.8,-9.5,過剰,高
2025-09,女神店,61,1円未満P,0,1267,0.0,0,727317,0.0,0,163127673,0.0,0.0,0.0,0.0,適正,低
2025-09,女神店,61,20円超S,478,1267,37.7,365580,727317,50.3,74889868,163127673,45.9,12.5,8.2,10.4,不足,高
2025-09,女神店,61,5円S,80,1267,6.3,26931,727317,3.7,6040538,163127673,3.7,-2.6,-2.6,-2.6,適正,低
2025-09,女神店,61,5円未満S,0,1267,0.0,0,727317,0.0,0,163127673,0.0,0.0,0.0,0.0,適正,低
2025-09,大分本店,62,4円超P,263,995,26.4,80838,365025,22.1,16546274,62550668,26.5,-4.3,0.0,-2.1,要確認,中
2025-09,大分本店,62,1円P,262,995,26.3,62223,365025,17.0,13106994,62550668,21.0,-9.3,-5.4,-7.3,過剰,高
2025-09,大分本店,62,1円未満P,44,995,4.4,5298,365025,1.5,1355298,62550668,2.2,-3.0,-2.3,-2.6,適正,低
2025-09,大分本店,62,20円超S,301,995,30.3,180695,365025,49.5,22909992,62550668,36.6,19.3,6.4,12.8,不足,高
2025-09,大分本店,62,5円S,86,995,8.6,27804,365025,7.6,6427317,62550668,10.3,-1.0,1.6,0.3,適正,低
2025-09,大分本店,62,5円未満S,40,995,4.0,8169,365025,2.2,2204793,62550668,3.5,-1.8,-0.5,-1.1,適正,低
2025-09,南大分店,63,4円超P,334,995,33.6,191698,510566,37.5,39153261,85928481,45.6,4.0,12.0,8.0,不足,高
2025-09,南大分店,63,1円P,261,995,26.2,60969,510566,11.9,13502475,85928481,15.7,-14.3,-10.5,-12.4,過剰,高
2025-09,南大分店,63,1円未満P,0,995,0.0,0,510566,0.0,0,85928481,0.0,0.0,0.0,0.0,適正,低
2025-09,南大分店,63,20円超S,365,995,36.7,246990,510566,48.4,31267582,85928481,36.4,11.7,-0.3,5.7,要確認,高
2025-09,南大分店,63,5円S,35,995,3.5,10910,510566,2.1,2005163,85928481,2.3,-1.4,-1.2,-1.3,適正,低
2025-09,南大分店,63,5円未満S,0,995,0.0,0,510566,0.0,0,85928481,0.0,0.0,0.0,0.0,適正,低
2025-09,日向店,64,4円超P,315,993,31.7,182968,485679,37.7,35332462,80586254,43.8,6.0,12.1,9.0,不足,高
2025-09,日向店,64,1円P,270,993,27.2,63888,485679,13.2,11971615,80586254,14.9,-14.0,-12.3,-13.2,過剰,高
2025-09,日向店,64,1円未満P,0,993,0.0,0,485679,0.0,0,80586254,0.0,0.0,0.0,0.0,適正,低
2025-09,日向店,64,20円超S,339,993,34.1,222640,485679,45.8,30455099,80586254,37.8,11.7,3.7,7.7,不足,高
2025-09,日向店,64,5円S,69,993,6.9,16183,485679,3.3,2827078,80586254,3.5,-3.6,-3.4,-3.5,過剰,中
2025-09,日向店,64,5円未満S,0,993,0.0,0,485679,0.0,0,80586254,0.0,0.0,0.0,0.0,適正,低
2025-09,都城店,65,4円超P,248,1035,24.0,107444,412579,26.0,17628953,70269388,25.1,2.1,1.1,1.6,適正,低
2025-09,都城店,65,1円P,272,1035,26.3,48844,412579,11.8,12660190,70269388,18.0,-14.4,-8.3,-11.4,過剰,高
2025-09,都城店,65,1円未満P,0,1035,0.0,0,412579,0.0,0,70269388,0.0,0.0,0.0,0.0,適正,低
2025-09,都城店,65,20円超S,440,1035,42.5,237929,412579,57.7,35950638,70269388,51.2,15.2,8.6,11.9,不足,高
2025-09,都城店,65,5円S,74,1035,7.1,18364,412579,4.5,4029607,70269388,5.7,-2.7,-1.4,-2.1,適正,低
2025-09,都城店,65,5円未満S,0,1035,0.0,0,412579,0.0,0,70269388,0.0,0.0,0.0,0.0,適正,低
2025-09,大淀店,66,4円超P,395,1336,29.6,319882,790504,40.5,58613134,94989362,61.7,10.9,32.1,21.5,不足,高
2025-09,大淀店,66,1円P,311,1336,23.3,85008,790504,10.8,15444536,94989362,16.3,-12.5,-7.0,-9.8,過剰,高
2025-09,大淀店,66,1円未満P,0,1336,0.0,0,790504,0.0,0,94989362,0.0,0.0,0.0,0.0,適正,低
2025-09,大淀店,66,20円超S,551,1336,41.2,359170,790504,45.4,16616588,94989362,17.5,4.2,-23.7,-9.8,要確認,高
2025-09,大淀店,66,5円S,78,1336,5.8,26444,790504,3.3,4315104,94989362,4.5,-2.5,-1.3,-1.9,適正,低
2025-09,大淀店,66,5円未満S,0,1336,0.0,0,790504,0.0,0,94989362,0.0,0.0,0.0,0.0,適正,低
2025-09,延岡店,67,4円超P,348,996,34.9,267463,558692,47.9,55200185,106713011,51.7,12.9,16.8,14.9,不足,高
2025-09,延岡店,67,1円P,234,996,23.5,49346,558692,8.8,9622866,106713011,9.0,-14.7,-14.5,-14.6,過剰,高
2025-09,延岡店,67,1円未満P,0,996,0.0,0,558692,0.0,0,106713011,0.0,0.0,0.0,0.0,適正,低
2025-09,延岡店,67,20円超S,351,996,35.2,224485,558692,40.2,39843303,106713011,37.3,4.9,2.1,3.5,要確認,中
2025-09,延岡店,67,5円S,63,996,6.3,17398,558692,3.1,2046657,106713011,1.9,-3.2,-4.4,-3.8,過剰,中
2025-09,延岡店,67,5円未満S,0,996,0.0,0,558692,0.0,0,106713011,0.0,0.0,0.0,0.0,適正,低
2025-09,松橋インター店,68,4円超P,259,828,31.3,117576,427684,27.5,28134100,64448467,43.7,-3.8,12.4,4.3,要確認,高
2025-09,松橋インター店,68,1円P,173,828,20.9,36600,427684,8.6,6631000,64448467,10.3,-12.3,-10.6,-11.5,過剰,高
2025-09,松橋インター店,68,1円未満P,0,828,0.0,0,427684,0.0,0,64448467,0.0,0.0,0.0,0.0,適正,低
2025-09,松橋インター店,68,20円超S,329,828,39.7,252844,427684,59.1,27461390,64448467,42.6,19.4,2.9,11.1,要確認,高
2025-09,松橋インター店,68,5円S,67,828,8.1,20665,427684,4.8,2221977,64448467,3.4,-3.3,-4.6,-4.0,過剰,中
2025-09,松橋インター店,68,5円未満S,0,828,0.0,0,427684,0.0,0,64448467,0.0,0.0,0.0,0.0,適正,低
2025-09,八代店,69,4円超P,293,996,29.4,207879,685534,30.3,34928000,82753364,42.2,0.9,12.8,6.8,要確認,高
2025-09,八代店,69,1円P,240,996,24.1,67281,685534,9.8,11223900,82753364,13.6,-14.3,-10.5,-12.4,過剰,高
2025-09,八代店,69,1円未満P,0,996,0.0,0,685534,0.0,0,82753364,0.0,0.0,0.0,0.0,適正,低
2025-09,八代店,69,20円超S,422,996,42.4,392858,685534,57.3,33783934,82753364,40.8,14.9,-1.5,6.7,要確認,高
2025-09,八代店,69,5円S,41,996,4.1,17517,685534,2.6,2817530,82753364,3.4,-1.6,-0.7,-1.1,適正,低
2025-09,八代店,69,5円未満S,0,996,0.0,0,685534,0.0,0,82753364,0.0,0.0,0.0,0.0,適正,低
2025-10,沼田店,2,4円超P,211,765,27.6,145940,450946,32.4,23463984,70902744,33.1,4.8,5.5,5.1,不足,中
2025-10,沼田店,2,1円P,285,765,37.3,70196,450946,15.6,16165356,70902744,22.8,-21.7,-14.5,-18.1,過剰,高
2025-10,沼田店,2,1円未満P,0,765,0.0,0,450946,0.0,0,70902744,0.0,0.0,0.0,0.0,適正,低
2025-10,沼田店,2,20円超S,228,765,29.8,219568,450946,48.7,28647608,70902744,40.4,18.9,10.6,14.7,不足,高
2025-10,沼田店,2,5円S,41,765,5.4,15243,450946,3.4,2625796,70902744,3.7,-2.0,-1.7,-1.8,適正,低
2025-10,沼田店,2,5円未満S,0,765,0.0,0,450946,0.0,0,70902744,0.0,0.0,0.0,0.0,適正,低
2025-10,渋川インター店,3,4円超P,250,710,35.2,134341,437869,30.7,26572108,68792281,38.6,-4.5,3.4,-0.6,要確認,中
2025-10,渋川インター店,3,1円P,143,710,20.1,40723,437869,9.3,10080133,68792281,14.7,-10.8,-5.5,-8.2,過剰,高
2025-10,渋川インター店,3,1円未満P,20,710,2.8,2757,437869,0.6,765138,68792281,1.1,-2.2,-1.7,-1.9,適正,低
2025-10,渋川インター店,3,20円超S,261,710,36.8,247007,437869,56.4,28986239,68792281,42.1,19.7,5.4,12.5,不足,高
2025-10,渋川インター店,3,5円S,36,710,5.1,13042,437869,3.0,2388663,68792281,3.5,-2.1,-1.6,-1.8,適正,低
2025-10,渋川インター店,3,5円未満S,0,710,0.0,0,437869,0.0,0,68792281,0.0,0.0,0.0,0.0,適正,低
2025-10,中之条店,4,4円超P,129,456,28.3,43855,154704,28.3,8693300,25571360,34.0,0.1,5.7,2.9,要確認,中
2025-10,中之条店,4,1円P,128,456,28.1,25033,154704,16.2,6473667,25571360,25.3,-11.9,-2.8,-7.3,要確認,高
2025-10,中之条店,4,1円未満P,26,456,5.7,1574,154704,1.0,442774,25571360,1.7,-4.7,-4.0,-4.3,過剰,中
2025-10,中之条店,4,20円超S,149,456,32.7,74926,154704,48.4,8028805,25571360,31.4,15.8,-1.3,7.2,要確認,高
2025-10,中之条店,4,5円S,23,456,5.0,9317,154704,6.0,1932814,25571360,7.6,1.0,2.5,1.7,適正,低
2025-10,中之条店,4,5円未満S,0,456,0.0,0,154704,0.0,0,25571360,0.0,0.0,0.0,0.0,適正,低
2025-10,前橋若宮店,5,4円超P,269,600,44.8,195600,444113,44.0,30769260,69769602,44.1,-0.8,-0.7,-0.8,適正,低
2025-10,前橋若宮店,5,1円P,117,600,19.5,47514,444113,10.7,9356634,69769602,13.4,-8.8,-6.1,-7.4,過剰,高
2025-10,前橋若宮店,5,1円未満P,0,600,0.0,0,444113,0.0,0,69769602,0.0,0.0,0.0,0.0,適正,低
2025-10,前橋若宮店,5,20円超S,197,600,32.8,194351,444113,43.8,28621500,69769602,41.0,10.9,8.2,9.6,不足,高
2025-10,前橋若宮店,5,5円S,17,600,2.8,6649,444113,1.5,1022208,69769602,1.5,-1.3,-1.4,-1.4,適正,低
2025-10,前橋若宮店,5,5円未満S,0,600,0.0,0,444113,0.0,0,69769602,0.0,0.0,0.0,0.0,適正,低
2025-10,前橋大利根店,6,4円超P,354,1207,29.3,183695,697637,26.3,34911128,110445493,31.6,-3.0,2.3,-0.4,適正,低
2025-10,前橋大利根店,6,1円P,234,1207,19.4,72089,697637,10.3,14643117,110445493,13.3,-9.1,-6.1,-7.6,過剰,高
2025-10,前橋大利根店,6,1円未満P,51,1207,4.2,7391,697637,1.1,1745603,110445493,1.6,-3.2,-2.6,-2.9,要確認,中
2025-10,前橋大利根店,6,20円超S,492,1207,40.8,402572,697637,57.7,54805695,110445493,49.6,16.9,8.9,12.9,不足,高
2025-10,前橋大利根店,6,5円S,76,1207,6.3,31891,697637,4.6,4339950,110445493,3.9,-1.7,-2.4,-2.0,適正,低
2025-10,前橋大利根店,6,5円未満S,0,1207,0.0,0,697637,0.0,0,110445493,0.0,0.0,0.0,0.0,適正,低
2025-10,ガーデン前橋店,7,4円超P,353,1094,32.3,208037,636624,32.7,36863868,98246611,37.5,0.4,5.3,2.8,要確認,中
2025-10,ガーデン前橋店,7,1円P,251,1094,22.9,62751,636624,9.9,12517825,98246611,12.7,-13.1,-10.2,-11.6,過剰,高
2025-10,ガーデン前橋店,7,1円未満P,0,1094,0.0,0,636624,0.0,0,98246611,0.0,0.0,0.0,0.0,適正,低
2025-10,ガーデン前橋店,7,20円超S,419,1094,38.3,342284,636624,53.8,44939262,98246611,45.7,15.5,7.4,11.5,不足,高
2025-10,ガーデン前橋店,7,5円S,70,1094,6.4,23553,636624,3.7,3925656,98246611,4.0,-2.7,-2.4,-2.6,適正,低
2025-10,ガーデン前橋店,7,5円未満S,0,1094,0.0,0,636624,0.0,0,98246611,0.0,0.0,0.0,0.0,適正,低
2025-10,富岡店,8,4円超P,287,711,40.4,150284,415322,36.2,26692072,65592008,40.7,-4.2,0.3,-1.9,要確認,中
2025-10,富岡店,8,1円P,143,711,20.1,50258,415322,12.1,11353236,65592008,17.3,-8.0,-2.8,-5.4,要確認,高
2025-10,富岡店,8,1円未満P,0,711,0.0,0,415322,0.0,0,65592008,0.0,0.0,0.0,0.0,適正,低
2025-10,富岡店,8,20円超S,246,711,34.6,206504,415322,49.7,26507606,65592008,40.4,15.1,5.8,10.5,不足,高
2025-10,富岡店,8,5円S,36,711,5.1,8277,415322,2.0,1039094,65592008,1.6,-3.1,-3.5,-3.3,過剰,中
2025-10,富岡店,8,5円未満S,0,711,0.0,0,415322,0.0,0,65592008,0.0,0.0,0.0,0.0,適正,低
2025-10,安中店,9,4円超P,276,787,35.1,115371,385071,30.0,24792796,64292631,38.6,-5.1,3.5,-0.8,要確認,中
2025-10,安中店,9,1円P,200,787,25.4,49166,385071,12.8,9671194,64292631,15.0,-12.6,-10.4,-11.5,過剰,高
2025-10,安中店,9,1円未満P,0,787,0.0,0,385071,0.0,0,64292631,0.0,0.0,0.0,0.0,適正,低
2025-10,安中店,9,20円超S,211,787,26.8,193181,385071,50.2,26263501,64292631,40.8,23.4,14.0,18.7,不足,高
2025-10,安中店,9,5円S,99,787,12.6,27354,385071,7.1,3565140,64292631,5.5,-5.5,-7.0,-6.3,過剰,高
2025-10,安中店,9,5円未満S,0,787,0.0,0,385071,0.0,0,64292631,0.0,0.0,0.0,0.0,適正,低
2025-10,高崎本店,10,4円超P,371,996,37.2,403407,1050927,38.4,59807500,132107018,45.3,1.1,8.0,4.6,要確認,高
2025-10,高崎本店,10,1円P,163,996,16.4,72405,1050927,6.9,12374000,132107018,9.4,-9.5,-7.0,-8.2,過剰,高
2025-10,高崎本店,10,1円未満P,0,996,0.0,0,1050927,0.0,0,132107018,0.0,0.0,0.0,0.0,適正,低
2025-10,高崎本店,10,20円超S,429,996,43.1,556322,1050927,52.9,56899986,132107018,43.1,9.9,-0.0,4.9,要確認,高
2025-10,高崎本店,10,5円S,34,996,3.4,18794,1050927,1.8,3025532,132107018,2.3,-1.6,-1.1,-1.4,適正,低
2025-10,高崎本店,10,5円未満S,0,996,0.0,0,1050927,0.0,0,132107018,0.0,0.0,0.0,0.0,適正,低
2025-10,倉賀野店,11,4円超P,280,975,28.7,88988,438728,20.3,16239396,63847282,25.4,-8.4,-3.3,-5.9,過剰,高
2025-10,倉賀野店,11,1円P,274,975,28.1,55684,438728,12.7,9330656,63847282,14.6,-15.4,-13.5,-14.4,過剰,高
2025-10,倉賀野店,11,1円未満P,0,975,0.0,0,438728,0.0,0,63847282,0.0,0.0,0.0,0.0,適正,低
2025-10,倉賀野店,11,20円超S,332,975,34.1,259022,438728,59.0,33129090,63847282,51.9,25.0,17.8,21.4,不足,高
2025-10,倉賀野店,11,5円S,54,975,5.5,21498,438728,4.9,3540794,63847282,5.5,-0.6,0.0,-0.3,適正,低
2025-10,倉賀野店,11,5円未満S,35,975,3.6,13537,438728,3.1,1607346,63847282,2.5,-0.5,-1.1,-0.8,適正,低
2025-10,金古店,12,4円超P,377,1000,37.7,221768,619561,35.8,40745624,95909686,42.5,-1.9,4.8,1.4,要確認,中
2025-10,金古店,12,1円P,209,1000,20.9,66536,619561,10.7,15359023,95909686,16.0,-10.2,-4.9,-7.5,過剰,高
2025-10,金古店,12,1円未満P,0,1000,0.0,0,619561,0.0,0,95909686,0.0,0.0,0.0,0.0,適正,低
2025-10,金古店,12,20円超S,366,1000,36.6,311619,619561,50.3,36212436,95909686,37.8,13.7,1.2,7.4,要確認,高
2025-10,金古店,12,5円S,48,1000,4.8,19639,619561,3.2,3592603,95909686,3.7,-1.6,-1.1,-1.3,適正,低
2025-10,金古店,12,5円未満S,0,1000,0.0,0,619561,0.0,0,95909686,0.0,0.0,0.0,0.0,適正,低
2025-10,伊勢崎店,13,4円超P,222,718,30.9,81256,319687,25.4,17925180,56854775,31.5,-5.5,0.6,-2.4,要確認,中
2025-10,伊勢崎店,13,1円P,159,718,22.1,30830,319687,9.6,10168960,56854775,17.9,-12.5,-4.3,-8.4,過剰,高
2025-10,伊勢崎店,13,1円未満P,0,718,0.0,0,319687,0.0,0,56854775,0.0,0.0,0.0,0.0,適正,低
2025-10,伊勢崎店,13,20円超S,267,718,37.2,182795,319687,57.2,24882480,56854775,43.8,20.0,6.6,13.3,不足,高
2025-10,伊勢崎店,13,5円S,71,718,9.9,24806,319687,7.8,3878155,56854775,6.8,-2.1,-3.1,-2.6,要確認,中
2025-10,伊勢崎店,13,5円未満S,0,718,0.0,0,319687,0.0,0,56854775,0.0,0.0,0.0,0.0,適正,低
2025-10,大間々店,14,4円超P,329,988,33.3,146192,527048,27.7,20649176,70380879,29.3,-5.6,-4.0,-4.8,過剰,中
2025-10,大間々店,14,1円P,241,988,24.4,69715,527048,13.2,13225427,70380879,18.8,-11.2,-5.6,-8.4,過剰,高
2025-10,大間々店,14,1円未満P,0,988,0.0,0,527048,0.0,0,70380879,0.0,0.0,0.0,0.0,適正,低
2025-10,大間々店,14,20円超S,333,988,33.7,277430,527048,52.6,32736155,70380879,46.5,18.9,12.8,15.9,不足,高
2025-10,大間々店,14,5円S,84,988,8.5,33712,527048,6.4,3770121,70380879,5.4,-2.1,-3.1,-2.6,要確認,中
2025-10,大間々店,14,5円未満S,0,988,0.0,0,527048,0.0,0,70380879,0.0,0.0,0.0,0.0,適正,低
2025-10,館林店,15,4円超P,233,875,26.6,143717,478391,30.0,25346776,72790056,34.8,3.4,8.2,5.8,不足,高
2025-10,館林店,15,1円P,235,875,26.9,53669,478391,11.2,11004156,72790056,15.1,-15.6,-11.7,-13.7,過剰,高
2025-10,館林店,15,1円未満P,0,875,0.0,0,478391,0.0,0,72790056,0.0,0.0,0.0,0.0,適正,低
2025-10,館林店,15,20円超S,366,875,41.8,265476,478391,55.5,34708871,72790056,47.7,13.7,5.9,9.8,不足,高
2025-10,館林店,15,5円S,40,875,4.6,15530,478391,3.2,1730253,72790056,2.4,-1.3,-2.2,-1.8,適正,低
2025-10,館林店,15,5円未満S,0,875,0.0,0,478391,0.0,0,72790056,0.0,0.0,0.0,0.0,適正,低
2025-10,太田矢島店,16,4円超P,222,822,27.0,150509,578303,26.0,24333940,86327117,28.2,-1.0,1.2,0.1,適正,低
2025-10,太田矢島店,16,1円P,212,822,25.8,74473,578303,12.9,14937407,86327117,17.3,-12.9,-8.5,-10.7,過剰,高
2025-10,太田矢島店,16,1円未満P,0,822,0.0,0,578303,0.0,0,86327117,0.0,0.0,0.0,0.0,適正,低
